,grade,module,week,question_stem,choice,correct_answer
1794,11,6,2,21. 关于肝细胞气球样变细胞中下列哪一项改变是错误的 (2.5分),A.细胞内糖原增多  B.细胞内水分增多  C.内质网扩张、囊泡变性  D.线立体肿胀、嵴消失  E.粗面内质网核蛋白体颗粒消失 ,A.细胞内糖原增多 
1795,11,6,2,22. 关于病毒性肝炎，下列哪项是错误的(2.5分),A.以肝实质细胞变性坏死为主要病变的传染病  B.各型肝炎病变的性质完全相同  C.急性普通型肝炎以广泛的肝细胞变性为主  D.桥接坏死常见于中、重度慢性肝炎  E.大片的溶解性坏死是重型肝炎的病变特征 ,B.各型肝炎病变的性质完全相同 
1796,11,6,2,23. 早期肝癌是指瘤体(2.5分),A.单个有包膜  B.3cm以下，不超过2个  C.微小而多个  D.界限清楚无出血  E.以上都是 ,B.3cm以下，不超过2个 
1797,11,6,2,24. 原发性肝癌是指(2.5分),A.胆管上皮发生的癌  B.肝细胞和肝内胆管上皮发生的癌  C.肝细胞发生的癌  D.肝细胞和肝外胆管上皮发生的癌  E.来自Kupffer细胞的恶性肿瘤 ,B.肝细胞和肝内胆管上皮发生的癌 
1798,11,6,2,25. 肝细胞大片崩解坏死并有肝细胞结节状再生者见于 (2.5分),A.慢性持续性肝炎  B.慢性活动性肝炎  C.亚急性重型肝炎  D.急性普通型肝炎  E.急性重型肝炎 ,C.亚急性重型肝炎 
1799,11,6,2,26. 肝硬化形成过程的基本病理变化不包括 (2.5分),A.肝细胞溶解性坏死  B.肝细胞结节状再生  C.肝细胞嗜酸性坏死  D.肝细胞桥接坏死  E.纤维组织增生       ,C.肝细胞嗜酸性坏死 
1800,11,6,2,27. 碎片状坏死主要见于(2.5分),A.急性肝炎  B.慢性肝炎  C.亚急性重型肝炎  D.急性重型肝炎  E.肝硬化      ,B.慢性肝炎 
1801,11,6,2,28. 下列哪项既与门脉高压有关，又与肝功能障碍有关(2.5分),A.侧支循环建立  B.胃肠道淤血水肿  C.脾大  D.黄疸  E.腹水 ,E.腹水 
1802,11,6,2,29. 哪一种与肝癌无关 (2.5分),A.黄曲霉菌  B.亚硝胺  C.乙型肝炎  D.脂肪变性  E.肝硬化 ,D.脂肪变性 
1803,11,6,2,30. 门脉性肝硬化的形态学特点不包括(2.5分),A.结节较小而大小较均匀  B.结节较大而大小较均匀 C.纤维间隔较窄 D.肝细胞结节状再生 E.以上都是 ,B.结节较大而大小较均匀
1804,11,6,2,31. 目前对小肝癌定位诊断的各种方法中最优者是(2.5分),A.选择性腹腔动脉或肝动脉造影 B.B型超声显象仪检查 C.CT检查 D.放射性核素肝扫描 E.磁共振成象,A.选择性腹腔动脉或肝动脉造影
1805,11,6,2,32. 肝内胆管大出血且部位不明可采用(2.5分),A.三腔管压迫 B.胆囊切除 C.胃大部切除 D.肝叶切除 E.肝固有动脉结扎,E.肝固有动脉结扎
1806,11,6,2,33. 中晚期肝癌最常见的体征是(2.5分),A.肝区痛  B.腹胀 C.肝肿大 D.下肢浮肿 E.皮下出血,C.肝肿大
1807,11,6,2,34. 男，55岁，进行性黄疸，肝功能欠佳，PT明显延长，宜选用哪种检查(2.5分),A.碘番酸口服胆囊造影  B.静脉胆囊造影 C.经皮肝穿刺胆管造影（PTC） D.内窥镜逆行胰胆管造影（ERCP） E.胆囊穿刺置管造影,D.内窥镜逆行胰胆管造影（ERCP）
1808,11,6,2,35. 下列哪个部位不存在门静脉系与腔静脉系之间的交通支(2.5分),A.胃底、食管下端  B.直肠下部，肛管 C.食管中段、胃底  D.前腹壁 E.腹膜后,C.食管中段、胃底 
1809,11,6,2,36. 不属于肝脏良性肿瘤为(2.5分),A.肝囊肿 B.肝血管瘤 C.局灶结节性增生 D.肝腺瘤 E.肝母细胞瘤,E.肝母细胞瘤
1810,11,6,2,37. 我国与原发性肝癌发病无明显相关性的因素是(2.5分),A.病毒性肝炎  B.亚硝胺  C.嗜酒  D.黄曲霉素  E.吸烟 ,E.吸烟 
1811,11,6,2,38. 引起细菌性肝脓肿最常见的原因是 (2.5分),A.坏脓性阑尾炎  B.开放性的肝损伤 C.右膈下脓肿          D.全身化脓性感染 E.胆道的化脓性感染,E.胆道的化脓性感染
1812,11,6,2,39. 肝硬化引起门脉高压的临床表现是(2.5分),A.黄疸、腹水、脾肿大  B.腹水、脾肿大、肾功能衰竭  C.黄疸、腹水、侧枝循环的建立与开放  D.腹水、脾肿大、侧枝循环的建立与开放  E.腹水、上消化道出血、侧枝循环的建立与开放 ,D.腹水、脾肿大、侧枝循环的建立与开放 
1813,11,6,2,40. Glisson鞘内包含的结构主要有(2.5分),A.肝动脉、门静脉、胆管 B.肝动脉、肝静脉、胆管 C.肝动脉、肝静脉、门静脉 D.肝静脉、门静脉、胆管 E.肝动脉、肝静脉、肝圆韧带,A.肝动脉、门静脉、胆管
2094,12,6,2,1. 关于肝细胞气球样变细胞中下列哪一项改变是错误的 (2.5分),A.细胞内糖原增多  B.细胞内水分增多  C.内质网扩张、囊泡变性  D.线立体肿胀、嵴消失  E.粗面内质网核蛋白体颗粒消失 ,A.细胞内糖原增多 
2095,12,6,2,2. 引起门脉高压的原因一般不包括 (2.5分),A.假小叶压迫小叶下静脉  B.纤维组织压迫中央静脉  C.肝窦狭窄、闭合  D.肝动脉和门静脉之间形成吻合支  E.肝动脉与肝静脉之间形成吻合支 ,E.肝动脉与肝静脉之间形成吻合支 
2096,12,6,2,3. 肝细胞癌患者最有诊断意义的血清学指标是 (2.5分),A.甲胎蛋白  B.癌胚抗原  C.碱性磷酸酶  D.酸性磷酸酶  E.γ-谷氨酰转肽酶 ,A.甲胎蛋白 
2097,12,6,2,4. 急性重型肝炎的病变性质是 (2.5分),A.以肝细胞变性为主的炎症  B.以肝细胞坏死为主的炎症  C.以肝细胞增生为主的炎症  D.以汇管区渗出为主的炎症  E.以汇管区增生为主的炎症 ,B.以肝细胞坏死为主的炎症 
2098,12,6,2,5. 肝硬化腹水生成的机制中，不正确的说法是 (2.5分),A.肝脏合成清蛋白减少  B.血内抗利尿激素、醛固酮增高  C.结缔组织增生、肝静脉受压  D.门静脉淤血、血管壁通透性增强  E.肝窦内压力升高 ,C.结缔组织增生、肝静脉受压 
2099,12,6,2,6. 不符合病毒性肝炎基本病变的是 (2.5分),A.肝细胞变性坏死  B.慢性炎细胞浸润  C.纤维组织增生  D.Kupffer细胞异型增生  E.小胆管增生 ,D.Kupffer细胞异型增生 
2100,12,6,2,7. 桥接坏死常见于 (2.5分),A.急性重型肝炎  B.慢性轻度肝炎  C.慢性重度肝炎  D.急性普通型肝炎  E.亚急性重型肝炎 ,C.慢性重度肝炎 
2101,12,6,2,8. 下列哪项对诊断门静脉高压最有特征性？ (2.5分),A.脾大  B.腹水  C.侧支循环的建立及开放  D.蜘蛛痣  E.脾功能亢进表现 ,C.侧支循环的建立及开放 
2102,12,6,2,9. 下列关于肝脏的功能，不正确的是： (2.5分),A.分泌功能       B.代谢功能     C.解毒作用      D.合成功能     E.氧合功能,E.氧合功能
2103,12,6,2,10. 女性，57岁，CT示肝左外叶8cm占位，无血管侵犯，肝肾功能正常，首选治疗方案：(2.5分),A.手术切除 B.经肝动脉化学治疗和栓塞 C.全身化学治疗和中医治疗 D.肝肿瘤局部无水酒精注射 E.生物治疗,A.手术切除
2104,12,6,2,11. 一名49岁男性，因右季肋部疼痛半月余，加重一天入院，以往健康，检查时发现血HBsAg阳性，AFP500ug/L。下面哪一种辅助检查不利于明确诊断：(2.5分),A.B超 B.X片 C.CT D.磁共振 E.PET-CT,B.X片
2105,12,6,2,12. 原发性肝癌的主要并发症不包括：(2.5分),A.肝性脑病                                          B.癌肿破裂出血 C.上消化道出血                                      D.低血糖症 E.继发感染,D.低血糖症
2106,12,6,2,13. 上消化道出血的首选诊断方法是：(2.5分),A.鼻胃管或三腔管检查  B.早期内镜检查 C.选择性腹腔动脉或肠系膜上动脉造影 D.X线钡餐检查 E.核素检查,B.早期内镜检查
2107,12,6,2,14. 肝硬化患者出现血性腹水，但无腹痛及发烧。首先考虑可能并发：(2.5分),A.原发性腹膜炎 B.原发性肝癌 C.结核性腹膜炎 D.肝肾综合征 E.门静脉血栓形成,B.原发性肝癌
2108,12,6,2,15. 目前肝癌早期宜采用哪一种治疗为主： (2.5分),A.放射疗法  B.化学疗法  C.手术切除  D.中医中药  E.中医中药 ,C.手术切除 
2109,12,6,2,16. 肝癌血行肝外转移最多见于：(2.5分),A.肺  B.胰  C.脑  D.肾  E.脑 ,A.肺 
2110,12,6,2,17. 对疑有早期原发性肝癌的患者，应首先用哪一种方法检查较好：(2.5分),A.同位素肝扫描  B.血清甲胎蛋白动态观察检查  C.肝区超声波检查  D.血清γˉ谷氨酰转肽酶  E.选择性肝动脉造影,B.血清甲胎蛋白动态观察检查 
2111,12,6,2,18. 肝移植的适应症不包括：(2.5分),A.急性肝衰竭 B.重型肝炎 C.先天性胆道闭锁 D.肝硬化失代偿合并小肝癌 E.肝脏巨大血管瘤,E.肝脏巨大血管瘤
2112,12,6,2,19. 门脉高压症发生消化道出血的主要原因是：(2.5分),A.痔静脉曲张  B.脾肿大破裂  C.腹壁静脉曲张  D.食管下段和胃底静脉曲张,D.食管下段和胃底静脉曲张
2113,12,6,2,20. Couinaud分段法将肝脏分为8段，其中尾状叶在：(2.5分),A.Ⅰ段  B.Ⅱ段  C.Ⅲ段  D.Ⅴ段  E.Ⅷ段 ,A.Ⅰ段 
2114,12,6,2,21. Couinaud肝脏分段法是根据以下哪项解剖结构为基础： (2.5分),A.肝动脉、门静脉       B.门静脉、胆道       C.肝静脉、胆道       D.肝静脉、门静脉       E.Glisson纤维鞘,D.肝静脉、门静脉      
2115,12,6,2,22. 肝癌最主要的转移途径是：(2.5分),A.直接侵犯    B.淋巴转移 C.血行转移 D.腹腔内种植 E.肝内转移,E.肝内转移
2116,12,6,2,23. 下列哪项不是肝硬变腹水形成机制： (2.5分),A.低蛋白血症  B.门静脉压力增高 C.肝内淋巴的产生增多 D.肝静脉阻力增高 E.醛固酮分泌减少,D.肝静脉阻力增高
2117,12,6,2,24. 下列不属于兴奋性神经递质的是(2.5分),A.γ-氨基丁酸 B.去甲肾上腺素 C.乙酰胆碱 D.门冬氨酸 E.多巴胺,A.γ-氨基丁酸
2118,12,6,2,25. Portal hypertension is defined as the portal pressure higher than (2.5分),A.10cm H2O B.20cm H2O C.30cm H2O D.40cm H2O E.50cm H2O,B.20cm H2O
2119,12,6,2,26. The major reasons for liver cirrhosis in China and Western countries are(2.5分),A.HBV and nonalcoholic fatty liver disease B.HBV and HCV C.HCV and nonalcoholic fatty liver disease D.HCV and HBV E.nonalcoholic fatty liver disease and HCV,A.HBV and nonalcoholic fatty liver disease
2120,12,6,2,27. 自发性细菌性腹膜炎常见致病菌应是(2.5分),A.大肠杆菌和副大肠杆菌 B.溶血链球菌和肺炎双球菌 C.厌氧菌和链球菌 D.大肠杆菌和厌氧菌 E.绿脓杆菌和葡萄球菌,B.溶血链球菌和肺炎双球菌
2121,12,6,2,28. 男性，38岁，患肝硬化3年，一周来畏寒发热，体温38℃左右，全腹痛，腹部明显膨胀，尿量500ml/d。住院后经检查有以下体征，对目前病情判断最有意义的是(2.5分),A.蜘蛛痣及肝掌 B.腹壁静脉曲张呈海蛇头样 C.脾肿大 D.全腹压痛及反跳痛 E.腹部移动性浊音阳性,D.全腹压痛及反跳痛
2122,12,6,2,29. 治疗肝硬化并上消化道出血(2.5分),A.休息，低盐饮食，限制入量，补充蛋白，给利尿剂 B.休息，高热量高蛋白饮食，护肝治疗 C.休息，高热量限制蛋白饮食，输入支链氨基酸 D.休息，禁食，积极补足血容量及采用各种止血措施 E.休息，控制输液量，纠正电解质紊乱，限制蛋白质,D.休息，禁食，积极补足血容量及采用各种止血措施
2123,12,6,2,30. 肝硬化腹水治疗，一般不主张采用(2.5分),A.高蛋白饮食 B.低盐饮食 C.卧床休息 D.强烈利尿 E.腹水浓缩回输,D.强烈利尿
2124,12,6,2,31. 肝硬化患者出现消化道出血时，下列可诱发肝性脑病的是(2.5分),A.输生理盐水 B.水电解质紊乱致低钾血症 C.静脉注射止血药 D.内镜下止血 E.口服去甲肾上腺素,B.水电解质紊乱致低钾血症
2125,12,6,2,32. 有关肝性脑病治疗的错误方法是(2.5分),A.生理盐水灌肠 B.弱酸溶液灌肠 C.肥皂水灌肠 D.乳果糖灌肠 E.硫酸镁导泻,C.肥皂水灌肠
2126,12,6,2,33. Which marker has the highest sensitivity and specificity for hepatocellular carcinoma? ()(2.5分),A.AFP B.CEA C.CA125 D.CA199 E.PSA,A.AFP
2127,12,6,2,34. 应用三腔管压迫止血，哪项不正确(2.5分),A.先向胃气囊充气150－200ml B.管端悬以重量约1.0kg的物品，作牵引压迫 C.若仍有出血，再向食管气囊注气100－150ml D.放置三腔管的时间不宜持续超过3－5天 E.每隔12小时，应将气囊放空10－20分钟,B.管端悬以重量约1.0kg的物品，作牵引压迫
2128,12,6,2,35. 门脉高压症的主要临床表现：(2.5分),A.腹胀食欲减退  B.食管胃底静脉伴出血  C.血白细胞和血小板减少  D.肝肿大  E.肝功能减退,B.食管胃底静脉伴出血 
2129,12,6,2,"36. A 78-year-old woman undergoes successful endoscopic stenting of the common bile duct for obstructive jaundice secondary to an cholangiocarcinoma. Two weeks later, she consults her physician because of a fever of 39°C, general malaise, nausea, and right upper quadrant (RUQ) discomfort. On physical examination, jaundice and RUQ tenderness are noted. Laboratory test results show leukocytosis, anemia, and an elevated serum bilirubin level. Chest x-ray shows no acute infiltrate, but the right diaphragm is elevated. What is the most likely diagnosis?(2.5分)",A.Cholangitis B.Liver abscess C.Acute calculous cholecystitis D.Liver metastasis E.Pneumonia,B.Liver abscess
2130,12,6,2,37. A 35-year-old man presents with right upper quadrant pain. He had travelled to India 6 months ago. His WBC and ALP are raised with a normal serum bilirubin. Serology for antibodies to Entamoeba histolytica is positive. Abdominal ultrasonography showed a solitary abscess measuring 8 cm in diameter in the right lobe of the liver. Which is preferred therapy?(2.5分),A.Metronidazole alone B.Percutaneous drainage  C.Resection D.Deroofing E.Observation alone,A.Metronidazole alone
2131,12,6,2,38. 下列哪种说法不符合阿米巴性肝脓肿的常见表现：(2.5分),A.有慢性腹泻病史 B.病灶较大，多为单发，好发于肝左叶 C.白细胞计数可增加 D.脓液呈巧克力色，细菌培养常为阴性 E.甲硝唑单药治疗有效,B.病灶较大，多为单发，好发于肝左叶
2132,12,6,2,39. 下列哪种疾病与肝脓肿发生的相关性最小：(2.5分),A.伴有反复胆管炎的肝内胆管结石 B.急性化脓性阑尾炎 C.亚急性细菌性心内膜炎 D.糖尿病 E.肝囊肿,E.肝囊肿
2133,12,6,2,40. 下列哪一项不是典型肝脓肿在CT图像上的表现？(2.5分),A.平扫示低密度占位，中心区CT值略高于水 B.多为圆或椭圆形，部分腔内有隔 C.多数病灶边缘不清楚 D.脓肿周围出现不同密度环征 E.增强扫描脓肿壁无强化,E.增强扫描脓肿壁无强化
2572,13,6,2,1. 关于肝细胞气球样变细胞中下列哪一项改变是错误的 (2.5分),A.细胞内糖原增多  B.细胞内水分增多  C.内质网扩张、囊泡变性  D.线立体肿胀、嵴消失  E.粗面内质网核蛋白体颗粒消失 ,
2573,13,6,2,2. 引起门脉高压的原因一般不包括 (2.5分),A.假小叶压迫小叶下静脉  B.纤维组织压迫中央静脉  C.肝窦狭窄、闭合  D.肝动脉和门静脉之间形成吻合支  E.肝动脉与肝静脉之间形成吻合支 ,
2574,13,6,2,3. 肝细胞癌患者最有诊断意义的血清学指标是 (2.5分),A.甲胎蛋白  B.癌胚抗原  C.碱性磷酸酶  D.酸性磷酸酶  E.γ-谷氨酰转肽酶 ,
2575,13,6,2,4. 急性重型肝炎的病变性质是 (2.5分),A.以肝细胞变性为主的炎症  B.以肝细胞坏死为主的炎症  C.以肝细胞增生为主的炎症  D.以汇管区渗出为主的炎症  E.以汇管区增生为主的炎症 ,
2576,13,6,2,5. 肝硬化腹水生成的机制中，不正确的说法是 (2.5分),A.肝脏合成清蛋白减少  B.血内抗利尿激素、醛固酮增高  C.结缔组织增生、肝静脉受压  D.门静脉淤血、血管壁通透性增强  E.肝窦内压力升高 ,
2577,13,6,2,6. 不符合病毒性肝炎基本病变的是 (2.5分),A.肝细胞变性坏死  B.慢性炎细胞浸润  C.纤维组织增生  D.Kupffer细胞异型增生  E.小胆管增生 ,
2578,13,6,2,7. 桥接坏死常见于 (2.5分),A.急性重型肝炎  B.慢性轻度肝炎  C.慢性重度肝炎  D.急性普通型肝炎  E.亚急性重型肝炎 ,
2579,13,6,2,8. 下列哪项对诊断门静脉高压最有特征性？ (2.5分),A.脾大  B.腹水  C.侧支循环的建立及开放  D.蜘蛛痣  E.脾功能亢进表现 ,
2580,13,6,2,9. 下列关于肝脏的功能，不正确的是： (2.5分),A.分泌功能       B.代谢功能     C.解毒作用      D.合成功能     E.氧合功能,
2581,13,6,2,10. 女性，57岁，CT示肝左外叶8cm占位，无血管侵犯，肝肾功能正常，首选治疗方案：(2.5分),A.手术切除 B.经肝动脉化学治疗和栓塞 C.全身化学治疗和中医治疗 D.肝肿瘤局部无水酒精注射 E.生物治疗,
2582,13,6,2,11. 一名49岁男性，因右季肋部疼痛半月余，加重一天入院，以往健康，检查时发现血HBsAg阳性，AFP500ug/L。下面哪一种辅助检查不利于明确诊断：(2.5分),A.B超 B.X片 C.CT D.磁共振 E.PET-CT,
2583,13,6,2,12. 原发性肝癌的主要并发症不包括：(2.5分),A.肝性脑病                                          B.癌肿破裂出血 C.上消化道出血                                      D.低血糖症 E.继发感染,
2584,13,6,2,13. 上消化道出血的首选诊断方法是：(2.5分),A.鼻胃管或三腔管检查 B.早期内镜检查 C.选择性腹腔动脉或肠系膜上动脉造影 D.X线钡餐检查 E.核素检查,
2585,13,6,2,14. 肝硬化患者出现血性腹水，但无腹痛及发烧。首先考虑可能并发：(2.5分),A.原发性腹膜炎 B.原发性肝癌 C.结核性腹膜炎 D.肝肾综合征 E.门静脉血栓形成,
2586,13,6,2,15. 目前肝癌早期宜采用哪一种治疗为主： (2.5分),A.放射疗法  B.化学疗法  C.手术切除  D.中医中药  E.中医中药 ,
2587,13,6,2,16. 肝癌血行肝外转移最多见于：(2.5分),A.肺  B.胰  C.脑  D.肾  E.脑 ,
2588,13,6,2,17. 对疑有早期原发性肝癌的患者，应首先用哪一种方法检查较好：(2.5分),A.同位素肝扫描  B.血清甲胎蛋白动态观察检查  C.肝区超声波检查  D.血清γˉ谷氨酰转肽酶  E.选择性肝动脉造影,
2589,13,6,2,18. 肝移植的适应症不包括：(2.5分),A.急性肝衰竭 B.重型肝炎 C.先天性胆道闭锁 D.肝硬化失代偿合并小肝癌 E.肝脏巨大血管瘤,
2590,13,6,2,19. 门脉高压症发生消化道出血的主要原因是：(2.5分),A.痔静脉曲张  B.脾肿大破裂  C.腹壁静脉曲张  D.食管下段和胃底静脉曲张,
2591,13,6,2,20. Couinaud分段法将肝脏分为8段，其中尾状叶在：(2.5分),A.Ⅰ段  B.Ⅱ段  C.Ⅲ段  D.Ⅴ段  E.Ⅷ段 ,
2592,13,6,2,21. Couinaud肝脏分段法是根据以下哪项解剖结构为基础： (2.5分),A.肝动脉、门静脉       B.门静脉、胆道       C.肝静脉、胆道       D.肝静脉、门静脉       E.Glisson纤维鞘,
2593,13,6,2,22. 肝癌最主要的转移途径是：(2.5分),A.直接侵犯    B.淋巴转移 C.血行转移 D.腹腔内种植 E.肝内转移,
2594,13,6,2,23. 下列哪项不是肝硬变腹水形成机制： (2.5分),A.低蛋白血症  B.门静脉压力增高 C.肝内淋巴的产生增多 D.肝静脉阻力增高 E.醛固酮分泌减少,
2595,13,6,2,24. The major reasons for liver cirrhosis in China and Western countries are (2.5分),A.HBV and nonalcoholic fatty liver disease B.HBV and HCV C.HCV and nonalcoholic fatty liver disease D.HCV and HBV E.nonalcoholic fatty liver disease and HCV,
2596,13,6,2,25. Which marker has the highest sensitivity and specificity for hepatocellular carcinoma?(2.5分),A.AFP B.CEA C.CA125 D.CA199 E.PSA,
2597,13,6,2,26. 下列不属于兴奋性神经递质的是(2.5分),A.γ-氨基丁酸 B.去甲肾上腺素 C.乙酰胆碱 D.门冬氨酸 E.多巴胺,
2598,13,6,2,27. 肝硬化腹水形成的原因不包括(2.5分),A.门静脉压力增高 B.血浆胶体渗透压降低 C.肝脏淋巴液失平衡 D.甲状腺功能减退 E.低蛋白血症,
2599,13,6,2,28. 自发性细菌性腹膜炎常见致病菌应是 (2.5分),A.大肠杆菌和副大肠杆菌 B.溶血链球菌和肺炎双球菌 C.厌氧菌和链球菌 D.大肠杆菌和厌氧菌 E.绿脓杆菌和葡萄球菌,
2600,13,6,2,29. 治疗肝硬化并上消化道出血(2.5分),A.休息，低盐饮食，限制入量，补充蛋白，给利尿剂 B.休息，高热量高蛋白饮食，护肝治疗 C.休息，高热量限制蛋白饮食，输入支链氨基酸 D.休息，禁食，积极补足血容量及采用各种止血措施 E.休息，控制输液量，纠正电解质紊乱，限制蛋白质,
2601,13,6,2,30. 肝硬化患者两个月前发现腹水，昨天突然出现剧烈腹痛、伴呕吐、发热、腹水迅速增加，并排出少量暗红色血便，最可能出现哪种情况(2.5分),A.食管静脉曲张破裂出血 B.急性胰腺炎 C.合并肝癌破裂 D.门静脉血栓形成 E.合并脾破裂出血,
2602,13,6,2,31. 肝肾综合征主要与下列哪项因素有关(2.5分),A.肾小管坏死 B.肾小球坏死 C.肾皮质血流量减少 D.肾间质炎性病变 E.胆红素对肾脏的毒性,
2603,13,6,2,32. 肝硬化患者有出血倾向，与下列哪项因素关系最小(2.5分),A.肝合成凝血因子减少 B.低白蛋白血症 C.毛细血管脆性增加 D.脾功能亢进 E.胃肠道黏膜炎症糜烂,
2604,13,6,2,33. 男性，38岁，患肝硬化3年，一周来畏寒发热，体温38℃左右，全腹痛，腹部明显膨胀，尿量500ml/d。住院后经检查有以下体征，对目前病情判断最有意义的是(2.5分),A.蜘蛛痣及肝掌 B.腹壁静脉曲张呈海蛇头样 C.脾肿大 D.全腹压痛及反跳痛 E.腹部移动性浊音阳性,
2605,13,6,2,34. 应用三腔管压迫止血，哪项不正确(2.5分),A.先向胃气囊充气150－200ml B.管端悬以重量约1.0kg的物品，作牵引压迫 C.若仍有出血，再向食管气囊注气100－150ml D.放置三腔管的时间不宜持续超过3－5天 E.每隔12小时，应将气囊放空10－20分钟,
2606,13,6,2,35. 门脉高压症的主要临床表现：(2.5分),A.腹胀食欲减退  B.食管胃底静脉伴出血  C.血白细胞和血小板减少  D.肝肿大  E.肝功能减退,
2607,13,6,2,"36. A 78-year-old woman undergoes successful endoscopic stenting of the common bile duct for obstructive jaundice secondary to an cholangiocarcinoma. Two weeks later, she consults her physician because of a fever of 39°C, general malaise, nausea, and right upper quadrant (RUQ) discomfort. On physical examination, jaundice and RUQ tenderness are noted. Laboratory test results show leukocytosis, anemia, and an elevated serum bilirubin level. Chest x-ray shows no acute infiltrate, but the right diaphragm is elevated. What is the most likely diagnosis?(2.5分)",A.Cholangitis B.Liver abscess C.Acute calculous cholecystitis D.Liver metastasis E.Pneumonia,
2608,13,6,2,37. A 35-year-old man presents with right upper quadrant pain. He had travelled to India 6 months ago. His WBC and ALP are raised with a normal serum bilirubin. Serology for antibodies to Entamoeba histolytica is positive. Abdominal ultrasonography showed a solitary abscess measuring 8 cm in diameter in the right lobe of the liver. Which is preferred therapy?(2.5分),A.Metronidazole alone B.Percutaneous drainage  C.Resection D.Deroofing E.Observation alone,
2609,13,6,2,38. 下列哪种说法不符合阿米巴性肝脓肿的常见表现：(2.5分),A.有慢性腹泻病史 B.病灶较大，多为单发，好发于肝左叶 C.白细胞计数可增加 D.脓液呈巧克力色，细菌培养常为阴性 E.甲硝唑单药治疗有效,
2610,13,6,2,39. 下列哪种疾病与肝脓肿发生的相关性最小：(2.5分),A.伴有反复胆管炎的肝内胆管结石 B.急性化脓性阑尾炎 C.亚急性细菌性心内膜炎 D.糖尿病 E.肝囊肿,
2611,13,6,2,40. 下列哪一项不是典型肝脓肿在CT图像上的表现？(2.5分),A.平扫示低密度占位，中心区CT值略高于水 B.多为圆或椭圆形，部分腔内有隔 C.多数病灶边缘不清楚 D.脓肿周围出现不同密度环征 E.增强扫描脓肿壁无强化,
2877,14,6,2,1. 关于肝细胞气球样变细胞中下列哪一项改变是错误的 (2.5分),A.细胞内糖原增多  B.细胞内水分增多  C.内质网扩张、囊泡变性  D.线立体肿胀、嵴消失  E.粗面内质网核蛋白体颗粒消失 ,
2878,14,6,2,2. 引起门脉高压的原因一般不包括 (2.5分),A.假小叶压迫小叶下静脉  B.纤维组织压迫中央静脉  C.肝窦狭窄、闭合  D.肝动脉和门静脉之间形成吻合支  E.肝动脉与肝静脉之间形成吻合支 ,
2879,14,6,2,3. 肝细胞癌患者最有诊断意义的血清学指标是 (2.5分),A.甲胎蛋白  B.癌胚抗原  C.碱性磷酸酶  D.酸性磷酸酶  E.γ-谷氨酰转肽酶 ,
2880,14,6,2,4. 急性重型肝炎的病变性质是 (2.5分),A.以肝细胞变性为主的炎症  B.以肝细胞坏死为主的炎症  C.以肝细胞增生为主的炎症  D.以汇管区渗出为主的炎症  E.以汇管区增生为主的炎症 ,
2881,14,6,2,5. 肝硬化腹水生成的机制中，不正确的说法是 (2.5分),A.肝脏合成清蛋白减少  B.血内抗利尿激素、醛固酮增高  C.结缔组织增生、肝静脉受压  D.门静脉淤血、血管壁通透性增强  E.肝窦内压力升高 ,
2882,14,6,2,6. 不符合病毒性肝炎基本病变的是 (2.5分),A.肝细胞变性坏死  B.慢性炎细胞浸润  C.纤维组织增生  D.Kupffer细胞异型增生  E.小胆管增生 ,
2883,14,6,2,7. 桥接坏死常见于 (2.5分),A.急性重型肝炎  B.慢性轻度肝炎  C.慢性重度肝炎  D.急性普通型肝炎  E.亚急性重型肝炎 ,
2884,14,6,2,8. 下列哪项对诊断门静脉高压最有特征性？ (2.5分),A.脾大  B.腹水  C.侧支循环的建立及开放  D.蜘蛛痣  E.脾功能亢进表现 ,
2885,14,6,2,9. 下列关于肝脏的功能，不正确的是： (2.5分),A.分泌功能       B.代谢功能     C.解毒作用      D.合成功能     E.氧合功能,
2886,14,6,2,10. 女性，57岁，CT示肝左外叶8cm占位，无血管侵犯，肝肾功能正常，首选治疗方案：(2.5分),A.手术切除 B.经肝动脉化学治疗和栓塞 C.全身化学治疗和中医治疗 D.肝肿瘤局部无水酒精注射 E.生物治疗,
2887,14,6,2,11. 一名49岁男性，因右季肋部疼痛半月余，加重一天入院，以往健康，检查时发现血HBsAg阳性，AFP500ug/L。下面哪一种辅助检查不利于明确诊断：(2.5分),A.B超 B.X片 C.CT D.磁共振 E.PET-CT,
2888,14,6,2,12. 原发性肝癌的主要并发症不包括：(2.5分),A.肝性脑病                                          B.癌肿破裂出血 C.上消化道出血                                      D.低血糖症 E.继发感染,
2889,14,6,2,13. 上消化道出血的首选诊断方法是：(2.5分),A.鼻胃管或三腔管检查                              B.早期内镜检查 C.选择性腹腔动脉或肠系膜上动脉造影                D.X线钡餐检查 E.核素检查,
2890,14,6,2,14. 肝硬化患者出现血性腹水，但无腹痛及发烧。首先考虑可能并发：(2.5分),A.原发性腹膜炎 B.原发性肝癌 C.结核性腹膜炎 D.肝肾综合征 E.门静脉血栓形成,
2891,14,6,2,15. 目前肝癌早期宜采用哪一种治疗为主： (2.5分),A.放射疗法  B.化学疗法  C.手术切除  D.中医中药  E.中医中药 ,
2892,14,6,2,16. 肝癌血行肝外转移最多见于：(2.5分),A.肺  B.胰  C.脑  D.肾  E.脑 ,
