number,grade,module,week,question_stem,choice,answer
1855,11,7,6,16. 关于肾透明细胞癌的描述，下列哪项是正确的？(2.0分),A.占肾细胞癌的10-15% B.一般无染色体3p的缺失 C.肿瘤间质内常见砂粒体或泡沫细胞 D.肿瘤细胞胞质透明或颗粒状 E.与WT1基因改变有关,D.肿瘤细胞胞质透明或颗粒状
1856,11,7,6,17. 关于肾母细胞瘤的描述下列哪项是错误的？(2.0分),A.起源于后肾胚基组织 B.大多具有家族史 C.显微镜下可见间叶组织细胞、上皮样细胞和幼稚细胞 D.切面灰白鱼肉状 E.可转移至肺,B.大多具有家族史
1857,11,7,6,18. WAGR综合征的表现不包括(2.0分),A.Wilms瘤 B.虹膜缺如 C.性腺发育不全 D.生殖泌尿道畸形 E.智力迟钝,C.性腺发育不全
1858,11,7,6,19. 下列哪项符合AKI诊断标准：(2.0分),"A.24h内血肌酐升高≥26.5umol/l或7天内升高较基础值≥30% B.48h内血肌酐升高≥26.5umol/l或7天内升高较基础值≥50% C.72h内血肌酐升高≥26.5umol/l或7天内升高较基础值≥50% D.24h内血肌酐升高≥26.5umol/l或7天内升高较基础值≥50%  E.尿量＜0.5ml/kg/h,持续4小时以上",B.48h内血肌酐升高≥26.5umol/l或7天内升高较基础值≥50%
1859,11,7,6,20. 非少尿型急性肾损伤，尿量为 (2.0分),A.大于100ml/天 B.小于400ml/天 C.大于400ml/天　　 D.大于1000ml/天 E.大于2000ml/天,C.大于400ml/天　　
1860,11,7,6,21. 急性肾衰竭时，下列哪种情况需紧急血液透析(2.0分),A.血肌酐达353.6umol／L B.动脉血气分析pH 7.30 C.血红蛋白＜8g／dl D.急性肺水肿 E.血钾6.0mmo/L,D.急性肺水肿
1861,11,7,6,"22. 女性，25岁，面部及下肢水肿5天，尿少，无前驱感染史，既往无明显水肿病史。体检：贫血貌，面部及双下肢水肿，血压18.7/12kPa（140/90mmHg）,心率90次/分，心肺（－）,血红蛋白80g/L，尿蛋白4+，红细胞2+，白细胞+。透明管型（+）。尿蛋白5g/24h，血尿素氮 16mmol/L（42.1mg/dl），血肌酐 400umol/L（4.6mg/dL）。该患者最好首选采用哪项治疗措施？(2.0分)",A.大剂量速尿   B.输血   C.透析治疗  D.双肾B超，必要时行肾活检 E.消炎痛 ,D.双肾B超，必要时行肾活检
1862,11,7,6,23. 遗传性肾肿瘤常见于下列哪些疾病(2.0分),A.Von Hipple-Lindau综合征 B.Birt-Hogg-Duke综合征 C.遗传性乳头状肾癌 D.以上都是,D.以上都是
1863,11,7,6,24. PSA灰区是指(2.0分),A.<4ng/ml B.>4ng/ml C.4-10ng/ml D.>10ng/ml,C.4-10ng/ml
1864,11,7,6,25. 肾癌的临床表现可以归结为"肾癌三联征"，其不包括以下哪个症状(2.0分),A.血尿 B.疼痛 C.排尿困难 D.肿块,C.排尿困难
1865,11,7,6,26. 70岁男性，因"体检发现PSA升高1周"入院。入院前，患者PSA检查提示：PSA 15.63ng/ml，B超提示前列腺左侧外周带多发低回声结节。患者因进一步行何检查以明确诊断(2.0分),A.DRE B.TURP C.前列腺穿刺活检 D.前列腺MRI,C.前列腺穿刺活检
1866,11,7,6,27. 根治性肾切除的手术范围一般不包括下列哪个选项(2.0分),A.患肾 B.患侧输尿管全长 C.肾周筋膜及脂肪 D.区域内肿大淋巴结,B.患侧输尿管全长
1867,11,7,6,28. 以下哪项不属于局限性前列腺癌的常用治疗方式(2.0分),A.主动监测 B.化疗 C.根治性前列腺切除术 D.放疗,B.化疗
1868,11,7,6,29. 78岁男性，因"无痛性肉眼血尿3天"入院。入院后查B超提示：膀胱左侧比多发占位，为进一步明确诊断，应行何检查(2.0分),A.CT B.MR C.经直肠B超 D.膀胱镜及镜下活检,D.膀胱镜及镜下活检
1869,11,7,6,30. 以下哪项不是前列腺癌的危险因素(2.0分),A.尿路结石 B.年龄 C.遗传背景 D.家族史,A.尿路结石
1870,11,7,6,31. 肾损伤的保守治疗中很重要的一点的是嘱患者绝对卧床，一般绝对卧床的时间是(2.0分),A.24小时 B.3天 C.2周以上 D.1月以上 E.3-6个月,C.2周以上
1871,11,7,6,32. 输尿管损伤最常见的原因是(2.0分),A.骑跨伤 B.高处坠落伤 C.锐器外伤 D.医源性损伤 E.以上都不是,D.医源性损伤
1872,11,7,6,33. 以下哪项不是肾损伤的临床表现(2.0分),A.血尿 B.疼痛 C.肿块 D.无尿 E.以上都是,D.无尿
1873,11,7,6,34. 轻度膀胱挫伤的常用治疗方法是 (2.0分),A.膀胱造瘘 B.开放手术修补 C.留置导尿 D.绝对卧床 E.以上都是,C.留置导尿
1874,11,7,6,35. 下列哪项不是膀胱损伤的临床表现(2.0分),A.血尿 B.排尿困难 C.尿瘘 D.无尿 E.以上都是,D.无尿
1875,11,7,6,36. 尿道损伤最有效的影像学检查方法是(2.0分),A.KUB+IVP B.尿道造影 C.CT D.超声造影 E.MRI,B.尿道造影
1876,11,7,6,37. 患者，男，28岁，因"高出坠落伤后排尿困难6小时"入院。入院查体：直肠指诊提示前列腺高浮。辅助检查逆行尿道造影提示：单纯性造影剂外渗，膀胱未显影。诊断需考虑：(2.0分),A.前尿道完全断裂 B.后尿道完全断裂 C.前尿道部分撕裂伤 D.后尿道部分撕裂伤 E.以上都不是,B.后尿道完全断裂
1877,11,7,6,38. 肾前性急性肾功能衰竭最多见的原因是：(2.0分),A.汞中毒     B.急性肾炎 C.肾内血栓形成  D.尿路梗阻 E.休克早期,E.休克早期
1878,11,7,6,39. 急性肾功能衰竭的主要发生机制是：(2.0分),A.肾小球滤过功能障碍     B.原尿漏回间质 C.肾小管阻塞     D.肾组织细胞肿胀 E.肾内广泛微血栓形成,A.肾小球滤过功能障碍    
1879,11,7,6,40. 急性器质性肾功能衰竭患者最严重的并发症是：(2.0分),A.血钠下降     B.肺水肿 C.血钙下降     D.血钾下降 E.血钾升高,E.血钾升高
1880,11,7,6,41. 持续性肾缺血与肾毒素作用引起肾功能衰竭，其肾脏损害突出的表现为：(2.0分),A.肾脏血液灌流量减少     B.肾内血液重新分布 C.肾小球弥漫性炎症     D.肾间质病变 E.肾小管坏死,E.肾小管坏死
1881,11,7,6,42. 国内引起尿毒症的最常见病因是(2.0分),A.糖尿病肾病  B.多囊肾 C.慢性肾炎 D.肾结石 E.高血压肾病,C.慢性肾炎
1882,11,7,6,43. 慢性肾功能不全患者意识丧失、心跳骤停而死，其死亡原因可能是(2.0分),A.代谢性酸中毒  B.低钙血症 C.心力衰竭 D.高钾血症  E.尿毒症脑病 ,D.高钾血症 
1883,11,7,6,44. 肾功能不全的健存肾单位学说是(2.0分),A.全部肾单位普遍受损 B.肾单位一部分受损，再生一部分肾单位代偿 C.当肾单位破坏至一定数量，残存的肾单位代偿 D.肾单位受损到一定数量后，又可以再生恢复功能 E.每个肾单位中，一部分受损后，其余部分代偿。,C.当肾单位破坏至一定数量，残存的肾单位代偿
1884,11,7,6,45. 下列哪一项说法是错误的(2.0分),A.糖尿病肾病引起的尿毒症患者在肾小球滤过率15ml/min左右就要开始透析。 B.糖尿病患者在肾衰时胰岛素的用量往往会减少。 C.尿毒症患者尿量大于500ml，一般不会发生高钾血症。 D.尿毒症患者出现PTH升高是由于高钙血症引起的。 E.肾性贫血是正细胞正常色素性贫血。,D.尿毒症患者出现PTH升高是由于高钙血症引起的。
1885,11,7,6,46. 下列哪项措施不是用来延缓慢性肾衰竭的进展(2.0分),A.低蛋白饮食 B.必需氨基酸的应用 C.中医药疗法 D.控制血脂、血压 E.使用利尿剂治疗,E.使用利尿剂治疗
1886,11,7,6,47. 前列腺增生的并发症不包括(2.0分),A.膀胱结石 B.腹股沟疝 C.镜下血尿  D.双肾积水 E.睾丸鞘膜积液,E.睾丸鞘膜积液
1887,11,7,6,48. 下列哪一种症状不属于前列腺增生引起的排尿期症状 (2.0分),A.排尿等待 B.尿急  C.尿后滴沥 D.射程变短 E.尿线变细,B.尿急 
1888,11,7,6,49. 膀胱结石最常见的成分是(2.0分),A.草酸钙结石 B.磷酸钙结石  C.尿酸结石  D.胱氨酸结石  E.以上都不是,C.尿酸结石 
1889,11,7,6,50. 原发性尿路结石在下列哪些部位形成 (2.0分),A.肾盂和膀胱 B.肾盂和输尿管 C.输尿管和膀胱  D.肾盂和尿道  E.膀胱和尿道,A.肾盂和膀胱
2190,12,7,6,"1. Polycystic kidney disease（多囊肾病） is a significant cause of renal failure that presents from early infancy to adulthood. Early-onset cases（早发病例） tend to affect one family member or siblings（同胞）, whereas adult-onset cases often show a vertical pattern（垂直传递方式） in the pedigree. Which of the following offers the best explanation of these facts?(2.0分)",A.Pleiotropy（多效性） B.Allelic heterogeneity（等位基因异质性） C.Locus heterogeneity（基因座异质性） D.Multifactorial inheritance（多因子遗传） E.Variable expressivity（可变的表现度）,C.Locus heterogeneity（基因座异质性）
2191,12,7,6,2. 多囊肾症状可伴发出现在下列哪一种疾病中?(2.0分),A.Fanconi贫血 B.Noonan综合征 C.DiGeorge综合征 D.cystic fibrosis E.结节性硬化症（tuberous sclerosis）,E.结节性硬化症（tuberous sclerosis）
2192,12,7,6,3. The totality of exons in a genome indicates(2.0分),A.transcriptome B.exome C.mutatome D.variome E.epigenome,B.exome
2193,12,7,6,4. Which gene's mutations account for approximately 85% of the polycystic kidney disease（多囊肾病） cases in clinically well characterized cohorts:(2.0分),A.PKD1 B.PKD2 C.PKD3 D.MHC E.DMD,A.PKD1
2194,12,7,6,5. Pseudogenes code for(2.0分),A.genes not having exons B.genes not having introns C.genes not using the nearly universal genetic code D.non-functional proteins E.genes expressed only in some tissues but not others,D.non-functional proteins
2195,12,7,6,6. 患者表现为显著水肿、低蛋白血症、高脂血症、大量蛋白尿和脂尿，他最可能患有以下哪种临床综合征(2.0分),A.肾炎综合征 B.肾病综合征 C.慢性肾炎综合征 D.急进性肾炎综合征 E.Goodpasture综合征,B.肾病综合征
2196,12,7,6,7. 快速进行性肾小球肾炎最显著的组织学特点是(2.0分),A.新月体形成 B.入球小动脉纤维素样坏死 C.肾小动脉壁显著增厚 D.间质中性粒细胞浸润 E.基底膜分层,A.新月体形成
2197,12,7,6,8. 急性肾盂肾炎最常见的致病因子是(2.0分),A.金黄色葡萄球菌 B.大肠杆菌 C.链球菌 D.HIV E.HBV,B.大肠杆菌
2198,12,7,6,9. 急性肾盂肾炎最严重的并发症是(2.0分),A.肾周脓肿 B.肾盂积脓 C.肾乳头坏死 D.瘢痕性愈合 E.肾盂肾盏变形,C.肾乳头坏死
2199,12,7,6,10. 鉴别急性肾损伤和慢性肾脏病的金标准是(2.0分),A.病史 B.贫血 C.低钙高磷 D.双肾体积 E.肾活检,E.肾活检
2200,12,7,6,11. 下列哪项指标提示患者是肾性急性肾损伤 (2.0分),A.尿钠浓度<20 B.尿渗透压>500 C.尿钠排泄分数>1 D.尿比重>1．020 E.透明管型,C.尿钠排泄分数>1
2201,12,7,6,12. 急性肾损伤患者选择腹膜透析的理由不包括(2.0分),A.有出血倾向 B.血液动力学不稳定 C.儿童患者 D.症状性低血压 E.横膈疝患者,E.横膈疝患者
2202,12,7,6,13. 非少尿型急性肾损伤，尿量为 (2.0分),A.大于100ml/天 B.小于400ml/天 C.大于400ml/天　　 D.大于1000ml/天 E.大于2000ml/天,C.大于400ml/天　　
2203,12,7,6,14. 急性肾衰竭时，下列哪种情况需紧急血液透析(2.0分),A.血肌酐达353.6umol／L B.动脉血气分析pH 7.30 C.血红蛋白＜8g／dl D.急性肺水肿 E.血钾6.0mmo/L,D.急性肺水肿
2204,12,7,6,15. 女性，56岁，因盆腔肿瘤切除术后12小时出现少尿（10ml／小时），血尿素氮15mmol／L，肌酐178μmol／L，尿比重1.030，尿钠13mmol／L，尿量减少最可能的原因是(2.0分),A.急性间质性肾炎 B.肾前性急性肾损伤 C.肾性急性肾损伤 D.肾后性急性肾损伤 E.慢性肾衰竭,B.肾前性急性肾损伤
2205,12,7,6,16. PSA灰区是指(2.0分),A.<4ng/ml B.>4ng/ml C.4-10ng/ml D.>10ng/ml,C.4-10ng/ml
2206,12,7,6,17. 肾癌的临床表现可以归结为"肾癌三联征"，其不包括以下哪个症状(2.0分),A.血尿 B.疼痛 C.排尿困难 D.肿块,C.排尿困难
2207,12,7,6,18. 70岁男性，因"体检发现PSA升高1周"入院。入院前，患者PSA检查提示：PSA 15.63ng/ml，B超提示前列腺左侧外周带多发低回声结节。患者因进一步行何检查以明确诊断(2.0分),A.DRE B.TURP C.前列腺穿刺活检 D.前列腺MRI,C.前列腺穿刺活检
2208,12,7,6,19. 以下哪项不属于局限性前列腺癌的常用治疗方式 (2.0分),A.主动监测 B.化疗 C.根治性前列腺切除术 D.放疗,B.化疗
2209,12,7,6,20. 78岁男性，因"无痛性肉眼血尿3天"入院。入院后查B超提示：膀胱左侧比多发占位，为进一步明确诊断，应行何检查 (2.0分),A.CT B.MRI C.经直肠B超 D.膀胱镜及镜下活检,D.膀胱镜及镜下活检
2210,12,7,6,21. 肾损伤的保守治疗中很重要的一点的是嘱患者绝对卧床，一般绝对卧床的时间是(2.0分),A.24小时 B.3天 C.2周以上 D.1月以上 E.3-6个月,C.2周以上
2211,12,7,6,22. 输尿管损伤最常见的原因是(2.0分),A.骑跨伤 B.高处坠落伤 C.锐器外伤 D.医源性损伤 E.以上都不是,D.医源性损伤
2212,12,7,6,23. 下列哪项不是肾损伤的并发症(2.0分),A.尿外渗 B.迟发性出血 C.肾周脓肿 D.外伤后肾积水 E.肾自截,E.肾自截
2213,12,7,6,24. 下列哪项是排泄性肾盂造影的优点(2.0分),A.输尿管显影清楚 B.碘过敏者可以使用 C.禁忌症多 D.不通过血液循环，全身反应少 E.能同时了解肾功能情况,E.能同时了解肾功能情况
2214,12,7,6,25. 一侧肾盂不显影，膀胱显著缩小，边缘毛糙，应首先考虑(2.0分),A.慢性肾炎 B.膀胱神经机能障碍 C.膀胱癌 D.肾腺癌 E.肾膀胱结核,E.肾膀胱结核
2215,12,7,6,26. 下列何种检查方法对肾癌诊断意义最大？ (2.0分),A.腹部平片 B.立位透视 C.CT  D.逆行肾盂造影  E.IVP,C.CT 
2216,12,7,6,27. 肾血管性病变是指 (2.0分),A.肾动脉狭窄 B.肾动脉栓塞 C.肾静脉栓塞 D.胡桃夹征 E.以上都是  ,E.以上都是  
2217,12,7,6,28. 原发性醛固酮增多症65%～95%是由于下列哪项肾上腺病变引起的(2.0分),A.肾上腺腺瘤 B.嗜铬细胞瘤  C.转移瘤 D.肾上腺增生  E.垂体腺瘤  ,A.肾上腺腺瘤
2218,12,7,6,29. 膀胱挛缩多见于 (2.0分),A.膀胱移行上皮癌  B.膀胱结石 C.膀胱息肉 D.膀胱结核 E.急性膀胱炎 ,D.膀胱结核
2219,12,7,6,30. 急性肾功能衰竭的主要发生机制是：(2.0分),A.肾小球滤过功能障碍     B.原尿漏回间质 C.肾小管阻塞     D.肾组织细胞肿胀 E.肾内广泛微血栓形成,A.肾小球滤过功能障碍    
2220,12,7,6,31. 对肾前性急性肾功能衰竭的描述，下列哪项是错误的?(2.0分),A.肾内血液灌注量下降     B.常见于休克早期 C.肾脏没有器质性改变     D.尿量下降 E.尿钠升高,E.尿钠升高
2221,12,7,6,32. 肾功能衰竭时一定有下列哪项变化?(2.0分),A.少尿     B.高钾血症 C.氮质血症     D.等渗尿 E.低渗尿,C.氮质血症    
2222,12,7,6,33. 持续性肾缺血与肾毒素作用引起肾功能衰竭，其肾脏损害突出的表现为：(2.0分),A.肾脏血液灌流量减少     B.肾内血液重新分布 C.肾小球弥漫性炎症     D.肾间质病变 E.肾小管坏死,E.肾小管坏死
2223,12,7,6,34. 有关慢性肾功能衰竭，下面哪项的叙述是不全面的?(2.0分),A.常见于慢性肾脏疾病     B.肾实质受到严重破坏 C.发生内环境紊乱     D.常伴有某些内分泌功能紊乱 E.都是由急性肾功能衰竭发展而来,E.都是由急性肾功能衰竭发展而来
2224,12,7,6,35. 慢性肾功能衰竭患者发生出血的主要原因是(2.0分),A.凝血因子消耗过多     B.继发性纤溶亢进 C.血小板数量减少     D.血小板功能发生改变 E.FDP的抗凝血作用,D.血小板功能发生改变
2225,12,7,6,36. 慢性肾功能不全时引起继发性甲状旁腺功能亢进的原因是(2.0分),A.血钾升高 B.血肌酐升高  C.血磷升高、血钙降低 D.BUN升高 E.二氧化碳结合力升高,C.血磷升高、血钙降低
2226,12,7,6,37. 国内引起尿毒症的最常见病因是(2.0分),A.糖尿病肾病  B.多囊肾 C.慢性肾炎 D.肾结石 E.高血压肾病,C.慢性肾炎
2227,12,7,6,38. 慢性肾功能不全患者意识丧失、心跳骤停而死，其死亡原因可能是(2.0分),A.代谢性酸中毒  B.低钙血症 C.心力衰竭 D.高钾血症  E.尿毒症脑病 ,D.高钾血症 
2228,12,7,6,39. 决定膀胱癌预后最重要的因素是(2.0分),A.组织学类型 B.性别，年龄  C.肿瘤的分化程度和浸润范围  D.是否合并结石 E.以上都不是,C.肿瘤的分化程度和浸润范围 
2229,12,7,6,40. 早期膀胱癌的临床主要表现为(2.0分),A.少尿、水肿、高血压 B.脓尿  C.无痛性血尿 D.肾病综合征  E.多尿、夜尿、低密度尿,C.无痛性血尿
2230,12,7,6,41. 与肾细胞癌发生关系密切的基因是(2.0分),A.APC基因 B.Rb基因 C.WT-1基因 D.VHL基因 E.NF-1基因,D.VHL基因
2231,12,7,6,42. 不符合肾母细胞瘤的描述是(2.0分),A.儿童患者多见 B.起源于肾小管上皮细胞 C.肿瘤呈鱼肉状  D.肿瘤细胞有多方向分化潜能  E.可经血道和淋巴道转移,B.起源于肾小管上皮细胞
2232,12,7,6,43. 膀胱癌最常见的病理类型为(2.0分),A.尿路上皮癌 B.鳞癌 C.腺癌 D.肉瘤 E.母细胞瘤,A.尿路上皮癌
2233,12,7,6,44. 下列肿瘤中，哪种肿瘤的实质常由透明细胞组成 (2.0分),A.直肠腺癌 B.肝细胞癌 C.肾细胞癌  D.胃粘液癌  E.乳腺髓样癌,C.肾细胞癌 
2234,12,7,6,45. 关于泌尿系梗阻，下列描述错误的是(2.0分),A.上尿路梗阻是指膀胱以上的梗阻 B.下尿路梗阻是指膀胱以下的梗阻 C.上尿路梗阻多为双侧，对肾功能影响发生快。 D.下尿路梗阻由于膀胱的代偿及缓冲作用，对肾功能的影响发生较,C.上尿路梗阻多为双侧，对肾功能影响发生快。
2235,12,7,6,46. 不是BPH患者的手术指征的是(2.0分),A.单次急性尿潴留 B.反复血尿且药物治疗无效 C.反复泌尿系感染 D.膀胱结石 E.伴发肾功能不全,A.单次急性尿潴留
2236,12,7,6,47. 在腹部泌尿系平片(KUB)中显影不清楚或不显影的肾结石是(2.0分),A.一水草酸钙结石 B.二水草酸钙结石 C.尿酸结石 D.胱氨酸结石 E.磷酸镁胺结石,C.尿酸结石
2237,12,7,6,48. 关于体外冲击波碎石术错误的是(2.0分),A.肾盂结石最容易粉碎 B.磷酸铵镁和二水草酸钙容易粉碎 C.常见并发症有：石街、梗阻、感染、绞痛、血尿 D.最佳适应症是肾盂内2.0cm以下单发结石,不知道
2238,12,7,6,49. 患者男，70岁，因"饮酒后不能排尿，下腹憋胀难忍8 h"来诊。前列腺增生病史5年，无血尿史。查体：T 36.6 ℃；耻骨上区膨隆，按压有尿意，叩诊实音。目前诊断应首先考虑(2.0分),A.急性膀胱炎 B.膀胱结石 C.尿道狭窄 D.急性尿潴留 E.神经源性膀胱,D.急性尿潴留
2239,12,7,6,50. 患者男，70岁，因"饮酒后不能排尿，下腹憋胀难忍8 h"来诊。前列腺增生病史5年，无血尿史。查体：T 36.6 ℃；耻骨上区膨隆，按压有尿意，叩诊实音。目前首选的治疗是(2.0分),A.直接膀胱造瘘 B.留置尿管＋α-受体阻滞药，7 d后试行拔除尿管 C.留置尿管4周后评估 D.直接手术治疗 E.α-受体阻滞药＋5α-还原酶抑制剂,B.留置尿管＋α-受体阻滞药，7 d后试行拔除尿管
2420,13,7,6,"1. Polycystic kidney disease（多囊肾病） is a significant cause of renal failure that presents from early infancy to adulthood. Early-onset cases（早发病例） tend to affect one family member or siblings（同胞）, whereas adult-onset cases often show a vertical pattern（垂直传递方式） in the pedigree. Which of the following offers the best explanation of these facts?(2.0分)",A.Pleiotropy（多效性） B.Allelic heterogeneity（等位基因异质性） C.Locus heterogeneity（基因座异质性） D.Multifactorial inheritance（多因子遗传） E.Variable expressivity（可变的表现度）,
2421,13,7,6,2. 多囊肾症状可伴发出现在下列哪一种疾病中?(2.0分),A.Fanconi贫血 B.Noonan综合征 C.DiGeorge综合征 D.cystic fibrosis E.结节性硬化症（tuberous sclerosis）,
2422,13,7,6,3.  "The totality of exons in a genome" indicates(2.0分),A.transcriptome B.exome C.mutatome D.variome E.epigenome,
2423,13,7,6,4. Which gene's mutations account for approximately 85% of the polycystic kidney disease（多囊肾病） cases in clinically well characterized cohorts:(2.0分),A.PKD1 B.PKD2 C.PKD3 D.MHC E.DMD,
2424,13,7,6,5. Pseudogenes code for(2.0分),A.genes not having exons B.genes not having introns C.genes not using the nearly universal genetic code D.non-functional proteins E.genes expressed only in some tissues but not others,
2425,13,7,6,6. 患者表现为显著水肿、低蛋白血症、高脂血症、大量蛋白尿和脂尿，他最可能患有以下哪种临床综合征(2.0分),A.肾炎综合征 B.肾病综合征 C.慢性肾炎综合征 D.急进性肾炎综合征 E.Goodpasture综合征,
2426,13,7,6,7. 快速进行性肾小球肾炎最显著的组织学特点是(2.0分),A.新月体形成 B.入球小动脉纤维素样坏死 C.肾小动脉壁显著增厚 D.间质中性粒细胞浸润 E.基底膜分层,
2427,13,7,6,8. 急性肾盂肾炎最常见的致病因子是(2.0分),A.金黄色葡萄球菌 B.大肠杆菌 C.链球菌 D.HIV E.HBV,
2428,13,7,6,9. 急性肾盂肾炎最严重的并发症是(2.0分),A.肾周脓肿 B.肾盂积脓 C.肾乳头坏死 D.瘢痕性愈合 E.肾盂肾盏变形,
2429,13,7,6,10. 鉴别急性肾损伤和慢性肾脏病的金标准是：(2.0分),A.病史 B.贫血 C.低钙高磷 D.双肾体积 E.肾活检,
2430,13,7,6,11. 下列哪项指标提示患者是肾性急性肾损伤(2.0分),A.尿钠浓度<20 B.尿渗透压>500 C.尿钠排泄分数>1 D.尿比重>1．020 E.透明管型,
2431,13,7,6,12. 急性肾损伤患者选择腹膜透析的理由不包括：(2.0分),A.有出血倾向 B.血液动力学不稳定 C.儿童患者 D.症状性低血压 E.横膈疝患者,
2432,13,7,6,13. 非少尿型急性肾损伤，尿量为 (2.0分),A.大于100ml/天 B.小于400ml/天 C.大于400ml/天　　 D.大于1000ml/天 E.大于2000ml/天,
2433,13,7,6,14. 急性肾衰竭时，下列哪种情况需紧急血液透析(2.0分),A.血肌酐达353.6umol／L B.动脉血气分析pH 7.30 C.血红蛋白＜8g／dl D.急性肺水肿 E.血钾6.0mmo/L,
2434,13,7,6,15. 女性，56岁，因盆腔肿瘤切除术后12小时出现少尿（10ml／小时），血尿素氮15mmol／L，肌酐178μmol／L，尿比重1.030，尿钠13mmol／L，尿量减少最可能的原因是(2.0分),A.急性间质性肾炎 B.肾前性急性肾损伤 C.肾性急性肾损伤 D.肾后性急性肾损伤 E.慢性肾衰竭,
2435,13,7,6,16. PSA灰区是指(2.0分),A.<4ng/ml B.>4ng/ml C.4-10ng/ml D.>10ng/ml,
2436,13,7,6,17. 肾癌的临床表现可以归结为"肾癌三联征"，其不包括以下哪个症状(2.0分),A.血尿 B.疼痛 C.排尿困难 D.肿块,
2437,13,7,6,18. 70岁男性，因"体检发现PSA升高1周"入院。入院前，患者PSA检查提示：PSA 15.63ng/ml，B超提示前列腺左侧外周带多发低回声结节。患者因进一步行何检查以明确诊断(2.0分),A.DRE B.TURP C.前列腺穿刺活检 D.前列腺MRI,
2438,13,7,6,19. 以下哪项不属于局限性前列腺癌的常用治疗方式(2.0分),A.主动监测 B.化疗 C.根治性前列腺切除术 D.放疗,
2439,13,7,6,20. 78岁男性，因"无痛性肉眼血尿3天"入院。入院后查B超提示：膀胱左侧比多发占位，为进一步明确诊断，应行何检查(2.0分),A.CT B.MRI C.经直肠B超 D.膀胱镜及镜下活检,
2440,13,7,6,21. 肾损伤的保守治疗中很重要的一点的是嘱患者绝对卧床，一般绝对卧床的时间是(2.0分),A.24小时 B.3天 C.2周以上 D.1月以上 E.3-6个月,
2441,13,7,6,22. 输尿管损伤最常见的原因是(2.0分),A.骑跨伤 B.高处坠落伤 C.锐器外伤 D.医源性损伤 E.以上都不是,
2442,13,7,6,23. 下列哪项不是肾损伤的并发症(2.0分),A.尿外渗 B.迟发性出血 C.肾周脓肿 D.外伤后肾积水 E.肾自截,
2443,13,7,6,24. 下列哪项是排泄性肾盂造影的优点(2.0分),A.输尿管显影清楚 B.碘过敏者可以使用 C.禁忌症多 D.不通过血液循环，全身反应少  E.能同时了解肾功能情况,
2444,13,7,6,25. 一侧肾盂不显影，膀胱显著缩小，边缘毛糙，应首先考虑(2.0分),A.慢性肾炎  B.膀胱神经机能障碍 C.膀胱癌 D.肾腺癌 E.肾膀胱结核,
2445,13,7,6,26. 下列何种检查方法对肾癌诊断意义最大？ (2.0分),A.腹部平片  B.立位透视 C.CT   D.逆行肾盂造影  E.IVP,
2446,13,7,6,27. 肾血管性病变是指(2.0分),A.肾动脉狭窄 B.肾动脉栓塞 C.肾静脉栓塞 D.胡桃夹征 E.以上都是  ,
2447,13,7,6,28. 原发性醛固酮增多症65%～95%是由于下列哪项肾上腺病变引起的(2.0分),A.肾上腺腺瘤 B.嗜铬细胞瘤  C.转移瘤 D.肾上腺增生 E.垂体腺瘤  ,
2448,13,7,6,29. 膀胱挛缩多见于(2.0分),A.膀胱移行上皮癌 B.膀胱结石 C.膀胱息肉 D.膀胱结核 E.急性膀胱炎 ,
2449,13,7,6,30. 急性肾功能衰竭的主要发生机制是：(2.0分),A.肾小球滤过功能障碍     B.原尿漏回间质 C.肾小管阻塞     D.肾组织细胞肿胀 E.肾内广泛微血栓形成,
2450,13,7,6,31. 对肾前性急性肾功能衰竭的描述，下列哪项是错误的?(2.0分),A.肾内血液灌注量下降     B.常见于休克早期 C.肾脏没有器质性改变     D.尿量下降 E.尿钠升高,
2451,13,7,6,32. 肾功能衰竭时一定有下列哪项变化?(2.0分),A.少尿     B.高钾血症 C.氮质血症     D.等渗尿 E.低渗尿,
2452,13,7,6,33. 持续性肾缺血与肾毒素作用引起肾功能衰竭，其肾脏损害突出的表现为：(2.0分),A.肾脏血液灌流量减少     B.肾内血液重新分布 C.肾小球弥漫性炎症     D.肾间质病变 E.肾小管坏死,
2453,13,7,6,34. 有关慢性肾功能衰竭，下面哪项的叙述是不全面的?(2.0分),A.常见于慢性肾脏疾病     B.肾实质受到严重破坏 C.发生内环境紊乱     D.常伴有某些内分泌功能紊乱 E.都是由急性肾功能衰竭发展而来,
2454,13,7,6,35. 慢性肾功能衰竭患者发生出血的主要原因是(2.0分),A.凝血因子消耗过多     B.继发性纤溶亢进 C.血小板数量减少     D.血小板功能发生改变 E.FDP的抗凝血作用,
2455,13,7,6,36. 慢性肾功能不全时引起继发性甲状旁腺功能亢进的原因是(2.0分),A.血钾升高 B.血肌酐升高  C.血磷升高、血钙降低 D.BUN升高 E.二氧化碳结合力升高,
2456,13,7,6,37. 国内引起尿毒症的最常见病因是(2.0分),A.糖尿病肾病  B.多囊肾 C.慢性肾炎 D.肾结石 E.高血压肾病,
2457,13,7,6,38. 慢性肾功能不全患者意识丧失、心跳骤停而死，其死亡原因可能是(2.0分),A.代谢性酸中毒  B.低钙血症 C.心力衰竭 D.高钾血症  E.尿毒症脑病 ,
2458,13,7,6,39. 决定膀胱癌预后最重要的因素是(2.0分),A.组织学类型 B.性别，年龄 C.肿瘤的分化程度和浸润范围  D.是否合并结石  E.以上都不是,
